idx,raw_ref,best_doi,best_title,best_container_title,best_year,best_volume,best_page,best_article_number,score,decision
176,"[176] Y. Lee, K. Kim, Z. Lee, H.-S. Lee, H.-B.-R. Lee, W.-H. Kim, I.-K. Oh, H. Kim, Chem. Mater. 2023, 2312.",10.1021/acs.chemmater.2c02862,Dysprosium Incorporation for Phase Stabilization of Atomic-Layer-Deposited HfO<sub>2</sub> Thin Films,Chemistry of Materials,2023,35,2312-2320,,40,accepted
177,"[177] M. I. Popovici, A. M. Walke, J. Bizindavyi, J. Meersschaut, K. Banerjee, G. Potoms, K. Katcko, G. Van Den Bosch, R. Delhougne, G. S. Kar, J. Van Houdt, ACS Appl. Electron. Mater. 2022, 4, 1823.",10.1021/acsaelm.2c00063,"High-Endurance Ferroelectric (La, Y) and (La, Gd) Co-Doped Hafnium Zirconate Grown by Atomic Layer Deposition",ACS Applied Electronic Materials,2022,4,1823-1831,,70,accepted
178,"[178] K. Yuan, Z. Yu, L. Yang, Y. Yang, J. Sun, ACS Appl. Nano Mater. 2022, 5, 17949.",10.1021/acsanm.2c03922,Near-Infrared Electroluminescence Based on Nd-Doped Ga<sub>2</sub>O<sub>3</sub> Nanolaminates Fabricated by Atomic Layer Deposition for Optoelectronic Applications,ACS Applied Nano Materials,2022,5,17949-17955,,50,accepted
179,"[179] R. Ma, Z. Yu, Z. Ye, Y. Yang, J. Sun, Appl. Surf. Sci. 2023, 639, 158187.",10.1016/j.apsusc.2023.158187,Electroluminescence from Er-doped GeO2 nanofilms fabricated by atomic layer deposition on silicon: Effect of annealing temperature on film properties,Applied Surface Science,2023,639,158187,158187,85,accepted
180,"[180] A. Tamm, J. Kozlova, L. Aarik, J. Aarik, K. Kukli, J. Link, R. Stern, J. Vac. Sci. Technol. Vac. Surf. Films 2015, 33, 01A127.",10.1016/j.tsf.2015.03.041,Photoluminescence of atomic layer deposited ZrO2:Dy3+ thin films,Thin Solid Films,2015,583,70-75,,25,low_confidence
181,"[181] P.-A.Hansen, H. Fjellvåg, T.G. Finstad,O.Nilsen, J. Vac. Sci. Technol. Vac. Surf. Films 2015, 34, 01A130.",10.1007/978-3-642-29613-0_101648,VAC,Encyclopedia of Trauma Care,2015,,1745-1745,,15,low_confidence
182,"[182] H. Kim, Y. Park, D. Jeong, S. Hong, Coatings 2023, 13, 491.",10.3390/coatings13030491,Yttria-Doped Ceria Surface Modification Layer via Atomic Layer Deposition for Low-Temperature Solid Oxide Fuel Cells,Coatings,2023,13,491,,70,accepted
183,"[183] M. D. McDaniel, A. Posadas, T. Q. Ngo, C. M. Karako, J. Bruley, M. M. Frank, V. Narayanan, A. A. Demkov, J. G. Ekerdt, J. Appl. Phys. 2014, 115, 224108.",10.1063/1.4883767,Incorporation of La in epitaxial SrTiO3 thin films grown by atomic layer deposition on SrTiO3-buffered Si (001) substrates,Journal of Applied Physics,2014,115,,224108,70,accepted
184,"[184] J. Rosa, J. Deuermeier, P. J. Soininen, M. Bosund, Z. Zhu, E. Fortunato, R. Martins, M. Sugiyama, S. Merdes, Materials 2020, 13, 93.",10.3390/electronicmat2010001,Ta2O5/SiO2 Multicomponent Dielectrics for Amorphous Oxide TFTs,Electronic Materials,2020,2,16-Jan,,40,accepted
185,"[185] Z. Ma, Z. Yu, Y. Yang, J. Sun, J. Lumin. 2022, 241, 118544.",10.1016/j.jlumin.2021.118544,Crystallization and electroluminescence performance of the Er-doped polycrystalline Gd3Ga5O12 nanofilms fabricated by atomic layer deposition on silicon,Journal of Luminescence,2022,241,118544,118544,65,accepted
186,"[186] Z. Yu, Y. Yang, J. Sun, Opt. Mater. 2021, 122, 111691.",10.1016/j.optmat.2021.111691,Electroluminescence from Er-doped ZnGa2O4 spinel nanofilms fabricated by atomic layer deposition on silicon,Optical Materials,2021,122,111691,111691,65,accepted
187,"[187] Y. Zhang, S. Hu, P. Y. Chen, J. Zhu, B. Chen, R. Bai, H. Zhu, L. Chen, D.W. Zhang, J. C. Lee, Q. Sun, J. G. Ekerdt, L. Ji, Nanoscale 2023, 15, 9432.",10.1039/d2nr06861c,Post-annealing optimization of the heteroepitaxial La-doped SrSnO<sub>3</sub> integrated on silicon <i>via</i> ALD,Nanoscale,2023,15,9432-9439,,70,accepted
188,"[188] H. Seim, M. Nieminen, L. Niinistö, H. Fjellvåg, L. S. Johansson, Appl. Surf. Sci. 1997, 112, 243.",10.1016/s0169-4332(96)01001-x,Growth of LaCoO3 thin films from β-diketonate precursors,Applied Surface Science,1997,112,243-250,,70,accepted
189,"[189] E. P. Gusev, E. Cartier, D. A. Buchanan, M. Gribelyuk, M. Copel, H. Okorn-Schmidt, C. D’Emic, Microelectron. Eng. 2001, 59, 341.",10.1016/s0167-9317(01)00667-0,"Ultrathin high-K metal oxides on silicon: processing, characterization and integration issues",Microelectronic Engineering,2001,59,341-349,,50,accepted
190,"[190] P. A. Hansen, H. Fjellvåg, T. Finstad, O. Nilsen, Dalton Trans. 2013, 42, 10778.",10.1039/c3dt51270c,"Structural and optical properties of lanthanide oxides grown by atomic layer deposition (Ln = Pr, Nd, Sm, Eu, Tb, Dy, Ho, Er, Tm, Yb)",Dalton Transactions,2013,42,10778,,70,accepted
191,"[191] E. Atosuo, J. Ojala, M. J. Heikkilä, M. Mattinen, K. Mizohata, J. Räisänen,M. Leskelä,M. Ritala, J Vac Sci Technol A 2021, 39, 022404.",10.1116/6.0000790,Atomic layer deposition of TbF3 thin films,"Journal of Vacuum Science &amp; Technology A: Vacuum, Surfaces, and Films",2021,39,,22404,50,accepted
192,"[192] P. Myllymäki, M. Nieminen, J. Niinistö, M. Putkonen, K. Kukli, L. Niinistö, J. Mater. Chem. 2006, 16, 563.",10.1039/b514083h,High-permittivity YScO<sub>3</sub>thin films by atomic layer deposition using two precursor approaches,J. Mater. Chem.,2006,16,563-569,,65,accepted
193,"[193] A. Lamperti, E. Cianci, U. Russo, S. Spiga,O. Salicio,G. Congedo,M. Fanciulli, J. Vac. Sci. Technol., B: Nanotechnol. Microelectron.: Mater., Process., Meas., Phenom. 2011, 29, 01AE03.",10.1116/1.3533765,Evaluation of DyScOx as an alternative blocking dielectric in TANOS memories with Si3N4 or Si-rich SiN charge trapping layers,"Journal of Vacuum Science &amp; Technology B, Nanotechnology and Microelectronics: Materials, Processing, Measurement, and Phenomena",2011,29,,01AE04,55,accepted
194,"[194] L. Nyns, J. G. Lisoni, G. Van Den Bosch, S. Van Elshocht, J. Van Houdt, Phys. Status Solidi Appl. Mater. Sci. 2014, 211, 409.",10.1002/pssa.v211.11,,physica status solidi (a),2014,211,,,25,low_confidence
195,"[195] H. H. Sønsteby, E. Skaar, Ø. S. Fjellvåg, J. E. Bratvold, H. Fjellvåg, O. Nilsen, Nat. Commun. 2020, 11, 2872.",10.1038/s41467-020-16654-2,A foundation for complex oxide electronics -low temperature perovskite epitaxy,Nature Communications,2020,11,,2872,45,accepted
196,"[196] O. Nilsen, M. Peussa, H. Fjellvåg, L. Niinistö, A. Kjekshus, J. Mater. Chem. 1999, 9, 1781.",10.1039/a902957e,Thin film deposition of lanthanum manganite perovskite by the ALE process,Journal of Materials Chemistry,1999,9,1781-1784,,50,accepted
197,"[197] M. Nieminen, S. Lehto, L. Niinistö, J. Mater. Chem. 2001, 11, 3148.",10.1039/b105978p,Atomic layer epitaxy growth of LaGaO3 thin films,Journal of Materials Chemistry,2001,11,3148-3153,,50,accepted
198,"[198] K. Bergum, A. Magrasó, H. Fjellvåg, O. Nilsen, J. Mater. Chem. A 2014, 2, 18463.",10.1039/c4ta03359k,Thin film fabrication and characterization of proton conducting lanthanum tungstate,J. Mater. Chem. A,2014,2,18463-18471,,65,accepted
199,"[199] O. Nilsen, E. Rauwel, H. Fjellvåg, A. Kjekshus, J. Mater. Chem. 2007, 17, 1466.",10.1039/b616982a,Growth of La<sub>1−x</sub>CaxMnO<sub>3</sub>thin films by atomic layer deposition,J. Mater. Chem.,2007,17,1466-1475,,70,accepted
200,"[200] M. Lie, O. Nilsen, H. Fjellvåg, A. Kjekshus, Dalton Trans. 2009, 481.",10.1039/b809974j,Growth of La<sub>1−x</sub>Sr<sub>x</sub>FeO<sub>3</sub>thin films by atomic layer deposition,Dalton Trans.,2009,,481-489,,40,accepted
201,"[201] H. H. Sønsteby, T. Aarholt, Ø. Prytz, H. Fjellvåg, O. Nilsen, Chem. Commun. 2018, 54, 8253.",10.1039/c8cc04998j,First complex oxide superconductor by atomic layer deposition,Chemical Communications,2018,54,8253-8256,,70,accepted
202,"[202] M. Duparc, H. H. Sønsteby, O. Nilsen, A. O. Sjåstad, H. Fjellvåg, Materials 2020, 13, 24.",10.1007/978-3-030-36408-3_82,Alumina Concentration Measurements in Cryolite Melts,"The Minerals, Metals &amp; Materials Series",2020,,600-607,,40,accepted
203,"[203] E. Kazyak, K. H. Chen, K. N. Wood, A. L. Davis, T. Thompson, A. R. Bielinski, A. J. Sanchez, X. Wang, C. Wang, J. Sakamoto, N. P. Dasgupta, Chem. Mater. 2017, 29, 3785.",10.1021/acs.chemmater.7b00944,Atomic Layer Deposition of the Solid Electrolyte Garnet Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>,Chemistry of Materials,2017,29,3785-3792,,50,accepted
204,"[204] T. Aaltonen, M. Alnes, O. Nilsen, L. Costelle, H. Fjellvåg, J. Mater. Chem. 2010, 20, 2877.",10.1039/b923490j,Lanthanum titanate and lithium lanthanum titanate thin films grown by atomic layer deposition,Journal of Materials Chemistry,2010,20,2877,,50,accepted
205,"[205] H. H. Sønsteby, E. Skaar, J. E. Bratvold, J. W. Freeland, A. Yanguas- Gil, J. W. Elam, O. Nilsen, H. Fjellvåg, J. Mater. Chem. C 2020, 8, 12662.",10.1039/d0tc03406a,Tuning electronic properties in LaNiO<sub>3</sub> thin films by B-site Cu-substitution,Journal of Materials Chemistry C,2020,8,12662-12668,,70,accepted
206,"[206] T. T. Van, J. P. Chang, Surf. Sci. 2005, 596, 1.",10.1380/ejssnt.2005.466,Theory of Optical Field Effects in Photoemission,e-Journal of Surface Science and Nanotechnology,2005,3,466-469,,15,low_confidence
207,"[207] N. A. Stafford, R. Katamreddy, L. Guerin, B. Feist, C. Dussarrat, V. Pallem, C. Weiland, R. Opila, ECS Trans. 2009, 19, 525.",10.1149/1.3122114,Atomic Layer Deposition of Rare-earth Oxide Thin Films for High-k Dielectric Applications,ECS Transactions,2009,19,525-536,,70,accepted
208,"[208] M. Ameen, L. Nyns, S. Sioncke, D. Lin, T. s. Ivanov, T. Conard, J. Meersschaut, M. Y. Feteha, S. Van Elshocht, A. Delabie, ECS J. Solid State Sci. Technol. 2014, 3, N133.",10.1149/2.0021411jss,Al<sub>2</sub>O<sub>3</sub>/InGaAs Metal-Oxide-Semiconductor Interface Properties: Impact of Gd<sub>2</sub>O<sub>3</sub>and Sc<sub>2</sub>O<sub>3</sub>Interfacial Layers by Atomic Layer Deposition,ECS Journal of Solid State Science and Technology,2014,3,N133-N141,,50,accepted
209,"[209] J. H. Han, L. Nyns, A. Delabie, A. Franquet, S. Van Elshocht, C. Adelmann, Chem. Mater. 2014, 26, 1404.",10.1021/cm403390j,"Reaction Chemistry during the Atomic Layer Deposition of Sc<sub>2</sub>O<sub>3</sub> and Gd<sub>2</sub>O<sub>3</sub> from Sc(MeCp)<sub>3</sub>, Gd(<sup>i</sup>PrCp)<sub>3</sub>, and H<sub>2</sub>O",Chemistry of Materials,2014,26,1404-1412,,50,accepted
210,"[210] M. S. Lebedev, V. N. Kruchinin, M. Y. Afonin, I. V. Korolkov, A. A. Saraev, A. A. Gismatulin, V. A. Gritsenko, Appl. Surf. Sci. 2019, 478, 690.",10.1016/j.apsusc.2019.01.288,Optical properties and charge transport of textured Sc2O3 thin films obtained by atomic layer deposition,Applied Surface Science,2019,478,690-698,,70,accepted
211,"[211] R. Rahman, J. P. Klesko, A. Dangerfield, M. Fang, J.-S. M. Lehn, C. L. Dezelah, R. K. Kanjolia, Y. J. Chabal, J Vac Sci Technol A 2019, 37, 011504.",10.1116/1.5059695,Mechanistic study of the atomic layer deposition of scandium oxide films using Sc(MeCp)2(Me2pz) and ozone,"Journal of Vacuum Science &amp; Technology A: Vacuum, Surfaces, and Films",2019,37,,11504,50,accepted
212,"[212] M. Putkonen, T. Sajavaara, L. S. Johansson, L. Niinistö, Chem. Vap. Depos. 2001, 7, 44.",10.1002/1521-3862(200101)7:1<44::aid-cvde44>3.0.co;2-q,Low-Temperature ALE Deposition of Y2O3 Thin Films from β-Diketonate Precursors,Chemical Vapor Deposition,2001,7,44-50,,35,accepted
213,"[213] M. Håkansson, M. Helin, M. Putkonen, Q. Jiang, M. Kotiranta, J. Suomi, A. J. Niskanen, T. Ala-Kleme, S. Kulmala, Anal. Chim. Acta 2005, 541, 135.",10.1016/j.aca.2004.11.073,Electrochemiluminescence of Tb(III) chelates at optically transparent tunnel emission electrodes fabricated by atomic layer deposition,Analytica Chimica Acta,2005,541,135-139,,50,accepted
214,"[214] Y. Yang, H. Pei, Z. Ye, J. Sun, Nanomater 2023, 13, 849.",10.3390/nano13050849,Enhancement of the Electroluminescence from Amorphous Er-Doped Al2O3 Nanolaminate Films by Y2O3 Cladding Layers Using Atomic Layer Deposition,Nanomaterials,2023,13,849,,70,accepted
215,"[215] J. Niinistö, M. Putkonen, L. Niinistö, Chem. Mater. 2004, 16, 2953.",10.1021/cm040145v,Processing of Y<sub>2</sub>O<sub>3</sub> Thin Films by Atomic Layer Deposition from Cyclopentadienyl-Type Compounds and Water as Precursors,Chemistry of Materials,2004,16,2953-2958,,45,accepted
216,"[216] P. Majumder, G. Jursich, A. Kueltzo, C. Takoudis, J. Electrochem. Soc. 2008, 155, G152.",10.1149/1.2929825,Atomic Layer Deposition of Y[sub 2]O[sub 3] Films on Silicon Using Tris(ethylcyclopentadienyl) Yttrium Precursor and Water Vapor,Journal of The Electrochemical Society,2008,155,G152,,50,accepted
217,"[217] C. Dussarrat, N. Blasco, W. Noh, J. Lee, J. Greer, T. Teramoto, S. Kamimura, N. Gosset, T. Ono, Coatings 2021, 11, 497.",10.3390/coatings11050497,Thermal Atomic Layer Deposition of Yttrium Oxide Films and Their Properties in Anticorrosion and Water Repellent Coating Applications,Coatings,2021,11,497,,70,accepted
218,"[218] A. I. Abdulagatov, R. R. Amashaev, K. N. Ashurbekova, S. M. Ramazanov, D. K. Palchaev, A. M. Maksumova, M. K. Rabadanov, I. M. Abdulagatov, Russ. Microelectron. 2019, 48, 1.",10.1134/s1063739719010025,Atomic Layer Deposition of Y2O3 Using Tris(butylcyclopentadienyl)yttrium and Water,Russian Microelectronics,2019,48,12-Jan,,35,accepted
219,"[219] A. Nishida, T. Katayama, Y. Matsuo, RSC Adv. 2023, 13, 27255.",10.1039/d3ra05217f,Atomic layer deposition of Y<sub>2</sub>O<sub>3</sub> films using a novel liquid homoleptic yttrium precursor tris(<i>sec</i>-butylcyclopentadienyl)yttrium [Y(<sup>s</sup>BuCp)<sub>3</sub>] and water,RSC Advances,2023,13,27255-27261,,70,accepted
220,"[220] K. Uusi-Esko, J. Malm, M. Karppinen, Chem. Mater. 2009, 21, 5691.",10.1021/cm9020172,Atomic Layer Deposition of Hexagonal and Orthorhombic YMnO<sub>3</sub> Thin Films,Chemistry of Materials,2009,21,5691-5694,,50,accepted
221,"[221] K. Uusi-Esko, M. Karppinen, Chem. Mater. 2011, 23, 1835.",10.1021/cm103480d,"Extensive Series of Hexagonal and Orthorhombic RMnO<sub>3</sub> (R = Y, La, Sm, Tb, Yb, Lu) Thin Films by Atomic Layer Deposition",Chemistry of Materials,2011,23,1835-1840,,50,accepted
222,"[222] J. H. Choi, C. Pham, J. Dorman, T. Kim, J. P. Chang, J. Magn. Magn. Mater. 2020, 498, 166146.",10.1016/j.jmmm.2019.166146,Atomic layer deposition of YMnO3 thin films,Journal of Magnetism and Magnetic Materials,2020,498,166146,166146,65,accepted
223,"[223] L. B. Young, C.-K. Cheng, G.-J. Lu, K.-Y. Lin, Y.-H. Lin, H.-W. Wan, M.-Y. Li, R.-F. Cai, S.-C. Lo, C.-H. Hsu, J. Kwo, M. Hong, J. Vac. Sci. Technol. Vac. Surf. Films 2017, 35, 01B123.",10.21883/ftt.2017.01.43943.188,"Атомная структура систем Zr-He, Zr-vac, Zr-vac-He: расчет из первых принципов",Физика твердого тела,2017,59,13,,15,low_confidence
224,"[224] R. Haugsrud, A. E. Gunnaes, O. Nilsen, Oxid. Met. 2003, 59, 215.",10.1023/a:1023083725880,High-Temperature Oxidation of Ni Coated with La2O3 by Atomic-Layer Chemical-Vapor Deposition (ALCVD),Oxidation of Metals,2003,59,215-232,,50,accepted
225,"[225] X. L. Li, D. Tsoutsou, G. Scarel, C.Wiemer, S. C. Capelli, S.N. Volkos, L. Lamagna, M. Fanciulli, J. Vac. Sci. Technol. Vac. Surf. Films 2009, 27, L1.",10.1116/1.3079632,Chemical and structural properties of atomic layer deposited La2O3 films capped with a thin Al2O3 layer,"Journal of Vacuum Science &amp; Technology A: Vacuum, Surfaces, and Films",2009,27,L1-L7,,35,accepted
226,"[226] S. Ahn, P. Littlewood, Y. Liu, T. J. Marks, P. C. Stair, ACS Catal. 2022, 12, 10522.",10.1021/acscatal.2c02599,Stabilizing Supported Ni Catalysts for Dry Reforming of Methane by Combined La Doping and Al Overcoating Using Atomic Layer Deposition,ACS Catalysis,2022,12,10522-10530,,70,accepted
227,"[227] S. J. Jo, J. S. Ha, N. K. Park, D. K. Kang, B. H. Kim, Thin Solid Films 2006, 513, 253.",10.1016/j.tsf.2006.01.008,5 nm thick lanthanum oxide thin films grown on Si(100) by atomic layer deposition: The effect of post-annealing on the electrical properties,Thin Solid Films,2006,513,253-257,,70,accepted
228,"[228] W. Zhao, J. Jiang, Y. Luo, J. Li, Y. Ding, Coat 2023, 13, 870.",10.3390/coatings13050870,Atomic Layer Deposition of La2O3 Film with Precursor La(thd)3-DMEA,Coatings,2023,13,870,,70,accepted
229,"[229] W. He, D. S. H. Chan, S.-J. Kim, Y.-S. Kim, S.-T. Kim, B. J. Cho, J. Electrochem. Soc. 2008, 155, G189.",10.1149/1.2960995,Process and Material Properties of HfLaO[sub x] Prepared by Atomic Layer Deposition,Journal of The Electrochemical Society,2008,155,G189,,50,accepted
230,"[230] W. H. Kim, W. J. Maeng, K. J. Moon, J. M. Myoung, H. Kim, Thin Solid Films 2010, 519, 362.",10.1016/j.tsf.2010.07.108,Growth characteristics and electrical properties of La2O3 gate oxides grown by thermal and plasma-enhanced atomic layer deposition,Thin Solid Films,2010,519,362-366,,70,accepted
231,"[231] T. Suzuki, M. Kouda, P. Ahmet, H. Iwai, K. Kakushima, T. Yasuda, J. Vac. Sci. Technol. Vac. Surf. Films 2012, 30, 051507.",10.1116/1.4737618,La2O3 gate insulators prepared by atomic layer deposition: Optimal growth conditions and MgO/La2O3 stacks for improved metal-oxide-semiconductor characteristics,"Journal of Vacuum Science &amp; Technology A: Vacuum, Surfaces, and Films",2012,30,,51507,50,accepted
232,"[232] B. A. Sperling, J. E. Maslar, S. V. Ivanov, J. Vac. Sci. Technol. Vac. Surf. Films 2018, 36, 031513.",10.1380/vss.61.172,Silver Oxide Films Fabricated by Plasma Assisted Deposition,Vacuum and Surface Science,2018,61,172-176,,15,low_confidence
233,"[233] S. Kamiyama, E. Kurosawa, Y. Nara, J. Electrochem. Soc. 2008, 155, H373.",10.1149/1.2901915,Improving Threshold Voltage and Device Performance of Gate-First HfSiON/Metal Gate n-MOSFETs by an ALD La[sub 2]O[sub 3] Capping Layer,Journal of The Electrochemical Society,2008,155,H373,,50,accepted
234,"[234] W. S. Kim, S. K. Park, D. Y. Moon, T. S. Kim, B. W. Kang, J. K. Seo, H. D. Kim, J. W. Park, J Korean Phys Soc 2008, 53, 3334.",10.3938/jkps.53.3334,"Comparison of the Deposition Characteristics and Electrical Properties for La2O3, HfO2 and LHO Films",Journal of the Korean Physical Society,2008,53,3334-3337,,50,accepted
235,"[235] W. S. Kim, S. K. Park, D. Y. Moon, B. W. Kang, H. D. Kim, J. W. Park, J Korean Phys Soc 2009, 55, 590.",10.3938/jkps.55.590,Characteristics of La$_2$O$_3$ Thin Films Deposited Using the ECR Atomic Layer Deposition Method,Journal of the Korean Physical Society,2009,55,590-593,,50,accepted
236,"[236] H. Kim, S.Woo, J. Lee, H. Kim, Y. Kim, H. Lee, H. Jeon, J. Electrochem. Soc. 2010, 157, H479.",10.1149/1.3301665,The Effects of Annealing Ambient on the Characteristics of La[sub 2]O[sub 3] Films Deposited by RPALD,Journal of The Electrochemical Society,2010,157,H479,,50,accepted
237,"[237] Y. Kim, S. Woo, H. Kim, J. Lee, H. Kim, H. Lee, H. Jeona, J. Mater. Res. 2010, 25, 1898.",10.1557/jmr.2010.0245,Effects of an Al<sub>2</sub>O<sub>3</sub> capping layer on La<sub>2</sub>O<sub>3</sub> deposited by remote plasma atomic layer deposition,Journal of Materials Research,2010,25,1898-1903,,50,accepted
238,"[238] S. R. Patil, V. Y. Borokar, M. Rasadujjaman, J. Zhang, S. J. Ding, A. M. Mahajan, J Mater Sci Mater Electron 2023, 34, 1284.",10.1007/s10854-023-10655-9,Investigation of PEALD ZrO2/La2O3-based high-k nanolaminates sandwiched between Al and Ti electrodes for MIM capacitors,Journal of Materials Science: Materials in Electronics,2023,34,,1284,50,accepted
239,"[239] G. Scarel, A. Debernardi, D. Tsoutsou, S. Spiga, S. C. Capelli, L. Lamagna, S. N. Volkos, M. Alia, M. Fanciulli, Appl. Phys. Lett. 2007, 91, 102901.",10.1063/1.2779108,Vibrational and electrical properties of hexagonal La2O3 films,Applied Physics Letters,2007,91,,102901,70,accepted
240,"[240] D. Tsoutsou, G. Scarel, A. Debernardi, S. C. Capelli, S. N. Volkos, L. Lamagna, S. Schamm, P. E. Coulon,M. Fanciulli, Microelectron. Eng. 2008, 85, 2411.",10.1016/j.mee.2008.09.033,Infrared spectroscopy and X-ray diffraction studies on the crystallographic evolution of La2O3 films upon annealing,Microelectronic Engineering,2008,85,2411-2413,,50,accepted
241,"[241] K. S. Agrawal, V. N. Barhate, V. S. Patil, L. S. Patil, A. M. Mahajan, Appl. Phys. A: Mater. Sci. Process. 2020, 126, 650.",10.1007/s00339-020-03684-2,Plasma-enhanced atomic layer-deposited La2O3 ultra-thin films on Si and 6H–SiC: a comparative study,Applied Physics A,2020,126,,650,50,accepted
242,"[242] W. He, S. Schuetz, R. Solanki, J. Belot, J. McAndrew, Electrochem. Solid-State Lett. 2004, 7, G131.",10.1149/1.1724824,Atomic Layer Deposition of Lanthanum Oxide Films for High-κ Gate Dielectrics,Electrochemical and Solid-State Letters,2004,7,G131,,50,accepted
243,"[243] D. H. Triyoso, R. I. Hegde, J. Grant, P. Fejes, R. Liu, D. Roan, M. Ramon, D.Werho, R. Rai, L. B. La, J. Baker, C. Garza, T. Guenther, B. E. White, P. J. Tobin, J. Vac. Sci. Technol. B Microelectron. Nanometer Struct. 2004, 22, 2121.",10.1116/1.1773840,Film properties of ALD HfO2 and La2O3 gate dielectrics grown on Si with various pre-deposition treatments,"Journal of Vacuum Science &amp; Technology B: Microelectronics and Nanometer Structures Processing, Measurement, and Phenomena",2004,22,2121-2127,,50,accepted
244,"[244] K. Kukli, M. Ritala, V. Pore, M. Leskelä, T. Sajavaara, R. I. Hegde, D. C. Gilmer, P. J. Tobin, A. C. Jones, H. C. Aspinall, Chem. Vap. Depos. 2006, 12, 158.",10.1002/cvde.200506388,Atomic Layer Deposition and Properties of Lanthanum Oxide and Lanthanum‐Aluminum Oxide Films,Chemical Vapor Deposition,2006,12,158-164,,50,accepted
245,"[245] R. Inman, S. A. Schuetz, C. M. Silvernail, S. Balaz, P. A. Dowben, G. Jursich, J. McAndrew, J. A. Belot, Mater. Chem. Phys. 2007, 104, 220.",10.1016/j.matchemphys.2007.03.002,Atomic layer deposition of lanthana thin films using high-purity lanthanum amino precursors,Materials Chemistry and Physics,2007,104,220-224,,50,accepted
246,"[246] S. Abermann, C. Henkel, O. Bethge, G. Pozzovivo, P. Klang, E. Bertagnolli, Appl. Surf. Sci. 2010, 256, 5031.",10.1016/j.apsusc.2010.03.049,Stabilization of a very high-k crystalline ZrO2 phase by post deposition annealing of atomic layer deposited ZrO2/La2O3 dielectrics on germanium,Applied Surface Science,2010,256,5031-5034,,70,accepted
247,"[247] M. Nieminen, T. Sajavaara, E. Rauhala, M. Putkonen, L. Niinistö, J. Mater. Chem. 2001, 11, 2341.",10.1007/s003300000785,Enteroclysis in children with Crohn’s disease,European Radiology,2001,11,2341-2341,,40,accepted
248,"[248] S. Y. Kim, H. Kwon, S. J. Jo, J. S. Ha, W. T. Park, D. K. Kang, B. H. Kim, Appl. Phys. Lett. 2007, 90, 103104.",10.1063/1.2748100,"Mechanoluminescent SrAl2O4:Eu,Dy phosphor for use in visualization of quasidynamic crack propagation",Applied Physics Letters,2007,90,241916,,55,accepted
249,"[249] H. H. Sønsteby, E. Østreng, H. Fjellvåg, O. Nilsen, Thin Solid Films 2014, 550, 90.",10.1016/j.tsf.2013.10.002,Anisotropic Heisenberg model in thin film geometry,Thin Solid Films,2014,550,602-607,,45,accepted
250,"[250] B. S. Lim, A. Rahtu, P. De Rouffignac, R. G. Gordon, Appl. Phys. Lett. 2004, 84, 3957.",10.1063/1.1739272,Atomic layer deposition of lanthanum aluminum oxide nano-laminates for electrical applications,Applied Physics Letters,2004,84,3957-3959,,70,accepted
251,"[251] Y. Liu, H. Kim, J.-J. Wang, H. Li, R. G. Gordon, ECS Trans. 2008, 16, 471.",10.1149/1.2981628,Effects of Low Temperature O2 Treatment on the Electrical Characteristics of Amorphous LaAlO3 Films by Atomic Layer Deposition,ECS Transactions,2008,16,471-478,,70,accepted
252,"[252] N. M. Sbrockey, M. Luong, E. M. Gallo, J. D. Sloppy, G. Chen, C. R. Winkler, S. H. Johnson, M. L. Taheri, G. S. Tompa, J. E. Spanier, J. Electron. Mater. 2012, 41, 819.",10.1007/s11664-012-1960-6,LaAlO3/SrTiO3 Epitaxial Heterostructures by Atomic Layer Deposition,Journal of Electronic Materials,2012,41,819-823,,50,accepted
253,"[253] C. Fei, H. Liu, X. Wang, X. Fan, Nanoscale Res. Lett. 2015, 10, 180.",10.1186/s11671-015-0883-6,"The influence of process parameters and pulse ratio of precursors on the characteristics of La1 − x
              Al
                x
              O3 films deposited by atomic layer deposition",Nanoscale Research Letters,2015,10,,180,50,accepted
254,"[254] H. H. Sønsteby, E. Skaar, H. Fjellvåg, O. Nilsen, ACS Appl. Electron. Mater. 2021, 3, 292.",10.1021/elv003i012_1542448,Issue Publication Information,ACS Applied Electronic Materials,2021,3,,elv003i012_1542448,45,accepted
255,"[255] A. Del Vitto, R. Piagge, E. Ravizza, S. Spadoni, A. Sebastiani, C. Scozzari, C. Wiemer, G. Ghidini, M. Alessandri, M. Fanciulli, J. W. Maes, M. Verghese, ECS Trans. 2010, 33, 417.",10.1149/1.3481630,Evaluation of HfLaO<sub>x</sub> as Blocking Layer for Innovative Nonvolatile Memory Applications,ECS Transactions,2010,33,417-424,,70,accepted
256,"[256] M. Putkonen, T. Aaltonen, M. Alnes, T. Sajavaara, O. Nilsen, H. Fjellvåg, J. Mater. Chem. 2009, 19, 8767.",10.1039/b913466b,Atomic layer deposition of lithium containing thin films,Journal of Materials Chemistry,2009,19,8767,,50,accepted
257,"[257] H. H. Sønsteby, E. Østreng, O. Nilsen, Chem. Vap. Depos. 2014, 20, 269.",10.1002/cvde.201471012,Chem. Vap. Deposition (10–11–12/2014),Chemical Vapor Deposition,2014,20,,cvde.201471012,25,low_confidence
